Cluster numberAM{HH1}AM,Household numberAM{HH2}AM,Interviewer numberAM{HH3}AM,Supervisor numberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent to HH questionnaireAM{HH10}AM,Number of HH membersAM{HH11}AM,Number of women 15 - 49 yearsAM{HH12}AM,Number of woman' questionnaires completedAM{HH13}AM,Number of children under age 5AM{HH14}AM,Number of under - 5 questionnaires completedAM{HH15}AM,Field editorAM{HH16}AM,Data entry clerkAM{HH17}AM,Start of interview - HourAM{HH18H}AM,Start of interview - MinutesAM{HH18M}AM,End of interview - HourAM{HH19H}AM,End of interview - MinutesAM{HH19M}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Location of the water sourceAM{WS3}AM,Time (in minutes) to get water and come backAM{WS4}AM,Person collecting waterAM{WS5}AM,Treat water to make safer for drinkingAM{WS6}AM,Water treatment: BoilAM{WS7A}AM,Water treatment: Add bleach/chlorineAM{WS7B}AM,Water treatment: Strain it through a clothAM{WS7C}AM,Water treatment: Use water filterAM{WS7D}AM,Water treatment: Solar disinfectionAM{WS7E}AM,Water treatment: Let it stand and settleAM{WS7F}AM,Water treatment: OtherAM{WS7X}AM,Water treatment: DKAM{WS7Z}AM,Type of toilet facilityAM{WS8}AM,Toilet facility sharedAM{WS9}AM,Toilet shared with other household or with general publicAM{WS10}AM,Households using this toilet facilityAM{WS11}AM,Religion of household headAM{HC1A}AM,Denomination of household headAM{HC1B}AM,Ethnic group of household headAM{HC1C}AM,Number of rooms used for sleepingAM{HC2}AM,Main material of floorAM{HC3}AM,Main material of roofAM{HC4}AM,Main material of exterior wallAM{HC5}AM,Type of fuel using for cookingAM{HC6}AM,Cooking locationAM{HC7}AM,ElectricityAM{HC8A}AM,RadioAM{HC8B}AM,TelevisionAM{HC8C}AM,Non-mobile phoneAM{HC8D}AM,RefrigeratorAM{HC8E}AM,ChairAM{HC8F}AM,TableAM{HC8G}AM,SofaAM{HC8H}AM,Kitchen Cupboard/CabinetAM{HC8I}AM,HC8JAM{HC8J}AM,Gas/Electric StoveAM{HC8K}AM,Microwave OvenAM{HC8L}AM,Air Conditioner/ CoolerAM{HC8M}AM,HC8NAM{HC8N}AM,Washing MachineAM{HC8O}AM,DryerAM{HC8P}AM,DishwasherAM{HC8Q}AM,Water HeaterAM{HC8R}AM,WatchAM{HC9A}AM,Mobile telephoneAM{HC9B}AM,BicycleAM{HC9C}AM,Motorcycle or scooterAM{HC9D}AM,Animal-drawn cartAM{HC9E}AM,Car or truckAM{HC9F}AM,Boat with motorAM{HC9G}AM,Household owns the dwellingAM{HC10}AM,Any household member own land that can be used for agricultuAM{HC11}AM,Measuring Unit (1 Hectares 2 Acres)AM{HC12U}AM,Hectares of agricultural land members of household ownsAM{HC12A}AM,Acres of agricultural land members of the household ownsAM{HC12B}AM,Sq ChainsAM{HC12C}AM,Household own any animalsAM{HC13}AM,"Cattle, milk cows, or bullsAM{HC14A}AM","Horses, donkeys, or mulesAM{HC14B}AM",GoatsAM{HC14C}AM,SheepAM{HC14D}AM,ChickensAM{HC14E}AM,HC14FAM{HC14F}AM,Any household member own bank accountAM{HC15}AM,Total children aged 2-14 yearsAM{CD6}AM,Rank number of the selected childAM{CD8}AM,Child line numberAM{CD9}AM,Flag for correct child line numberAM{CDFLAG}AM,Took away privilegesAM{CD11}AM,Explained why behaviour was wrongAM{CD12}AM,Shook childAM{CD13}AM,"Shouted, yelled or screamed at childAM{CD14}AM",Gave child something else to doAM{CD15}AM,"Spanked, hit or slapped child on bottom with bare handAM{CD16}AM","Hit child on the bottom or elsewhere with belt, brush, stickAM{CD17}AM","Called child dumb, lazy or another nameAM{CD18}AM","Hit or slapped child on the face, head or earsAM{CD19}AM","Hit or slapped child on the hand, arm or legAM{CD20}AM",Beat child up as hard as one couldAM{CD21}AM,Isolated childAM{CD21A}AM,Child needs to be physically punished to be brought up propeAM{CD22}AM,Place where household members most often wash their handsAM{HW1}AM,Water available at the place for handwashingAM{HW2}AM,Bar soapAM{HW3A}AM,Detergent (Powder / Liquid / Paste)AM{HW3B}AM,Liquid soapAM{HW3C}AM,Ash / Mud / SandAM{HW3E}AM,NoneAM{HW3Y}AM,Soap/other material available for washing handsAM{HW4}AM,Bar soapAM{HW5A}AM,Detergent (Powder / Liquid / Paste)AM{HW5B}AM,Liquid soapAM{HW5C}AM,Ash / Mud / SandAM{HW5D}AM,Not able / Does not want to showAM{HW5Y}AM,Sex of household headAM{HHSEX}AM,Household sample weightAM{hhweight}AM,Education of household headAM{helevel}AM,ParishAM{HH1A}AM,AreaAM{HH6A}AM,RegionAM{HH6B}AM,Wealth index scoreAM{wscore}AM,Wealth index quintilesAM{windex5}AM,Primary sampling unitAM{PSU}AM,stratumAM{stratum}AM
206.0,2.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Completed,2.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,8.0,50.0,9.0,6.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Traditional Churches,Missing,Missing,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,1.055998244587788,Richest,206.0,210.0
206.0,3.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Completed,1.0,2.0,1.0,1.0,0.0,0.0,6.0,2.0,9.0,21.0,9.0,33.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Pit latrine with slab,No,,,Christianity,Seventh Day,Negro,2.0,Carpet,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Female,0.6093310454658694,Secondary,10.0,Rural,Rural,-0.4401849094925663,Second,206.0,210.0
206.0,4.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Dwelling vacant / Address not a dwelling,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.0,Rural,Rural,0.0,0.0,206.0,210.0
206.0,5.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Dwelling vacant / Address not a dwelling,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.0,Rural,Rural,0.0,0.0,206.0,210.0
206.0,6.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Completed,2.0,4.0,3.0,3.0,0.0,0.0,6.0,2.0,10.0,3.0,10.0,16.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,2.0,Ceramic tiles,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,Yes,Acres and Sq. Chains,,1.0,0.0,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,0.5751734991114853,Fourth,206.0,210.0
206.0,7.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Completed,4.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,10.0,50.0,11.0,15.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Pit latrine with slab,No,,,No religion,,Indian,2.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,3.0,1.0,2.0,Correct child selected,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,-0.6302945676295398,Second,206.0,210.0
206.0,8.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Entire household absent for extended time,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.0,Rural,Rural,0.0,0.0,206.0,210.0
206.0,9.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Completed,2.0,7.0,2.0,2.0,1.0,1.0,6.0,2.0,13.0,2.0,13.0,21.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,3.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Yes,Acres and Sq. Chains,,9.0,0.0,Yes,8.0,0.0,5.0,0.0,0.0,27.0,Yes,3.0,2.0,6.0,Correct child selected,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,0.41264858782122776,Middle,206.0,210.0
206.0,10.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,2.0,7.0,1.0,1.0,0.0,0.0,6.0,2.0,9.0,26.0,9.0,39.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,Missing,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,4.0,4.0,7.0,Correct child selected,No,Yes,Missing,Yes,No,Yes,No,No,No,No,No,No,Yes,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,-0.39137573820106314,Second,206.0,210.0
206.0,11.0,3918.0,3066.0,17.0,1.0,2011.0,Rural,Completed,1.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,14.0,11.0,14.0,21.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),2.0,Christianity,Other,Negro,1.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Female,0.6093310454658694,Secondary,10.0,Rural,Rural,-0.7442547689030152,Second,206.0,210.0
206.0,12.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,10.0,0.0,10.0,17.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Pit latrine with slab,No,,,No religion,,Negro,1.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,-0.7305165606437636,Second,206.0,210.0
206.0,13.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,2.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,10.0,25.0,10.0,42.0,"Piped into compound, yard or plot",,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Pit latrine with slab,Yes,Other households only (not public),2.0,Christianity,Traditional Churches,Negro,2.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,Yes,0.0,0.0,0.0,0.0,DK,0.0,Yes,3.0,3.0,5.0,Correct child selected,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,-0.5792764789443269,Second,206.0,210.0
206.0,14.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,2.0,4.0,1.0,1.0,2.0,2.0,6.0,2.0,11.0,15.0,11.0,35.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Penticostal,Negro,1.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,0.826403968240671,Fourth,206.0,210.0
206.0,15.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,12.0,14.0,12.0,26.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),2.0,No religion,,Negro,1.0,Wood planks,Metal,Wood planks / shingles,Electricity,,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Rent,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,-1.4131207226380615,Poorest,206.0,210.0
206.0,16.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Entire household absent for extended time,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.0,Rural,Rural,0.0,0.0,206.0,210.0
206.0,17.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,2.0,2.0,1.0,1.0,0.0,0.0,6.0,2.0,12.0,48.0,13.0,4.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Traditional Churches,Indian,2.0,Carpet,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,Yes,Acres and Sq. Chains,,4.0,0.0,Yes,17.0,0.0,21.0,0.0,DK,12.0,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,-0.36089014831826094,Second,206.0,210.0
206.0,18.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,13.0,20.0,13.0,31.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),2.0,Christianity,Other,Negro,1.0,Wood planks,Metal,Wood planks / shingles,No food cooked in household,,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Own,Yes,Acres and Sq. Chains,,2.0,5.0,Yes,0.0,0.0,0.0,0.0,DK,0.0,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.6093310454658694,None/Primary,10.0,Rural,Rural,-2.492240647444733,Poorest,206.0,210.0
206.0,19.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,13.0,35.0,13.0,46.0,Bottled water,Piped into dwelling,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Missing,Missing,Ceramic tiles,Roofing shingles,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Own,Yes,Acres and Sq. Chains,,7.0,0.0,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,E,,,,,,,,Male,0.6093310454658694,Secondary,10.0,Rural,Rural,1.4653076909533131,Richest,206.0,210.0
206.0,20.0,3918.0,3066.0,18.0,1.0,2011.0,Rural,Entire household absent for extended time,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.0,Rural,Rural,0.0,0.0,206.0,210.0
207.0,1.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,1.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,9.0,32.0,9.0,53.0,"Piped into compound, yard or plot",,,,,Yes,Boil,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),5.0,Christianity,Seventh Day,Negro,2.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,Yes,0.0,0.0,4.0,0.0,0.0,0.0,Yes,2.0,2.0,4.0,Correct child selected,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Female,0.6022180535743522,None/Primary,10.0,Rural,Rural,-0.5815460649925231,Second,207.0,210.0
207.0,2.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,1.0,1.0,1.0,1.0,0.0,0.0,8.0,2.0,10.0,1.0,10.0,13.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Traditional Churches,Negro,1.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Female,0.6022180535743522,Secondary,10.0,Rural,Rural,-0.4657791829136796,Second,207.0,210.0
207.0,3.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,27.0,10.0,44.0,Bottled water,Piped into dwelling,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Indian,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,Liquid soap,,,,,,,,,Female,0.6022180535743522,Secondary,10.0,Rural,Rural,1.0518368439709347,Richest,207.0,210.0
207.0,4.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,1.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,50.0,11.0,11.0,Bottled water,Piped into dwelling,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,2.0,Ceramic tiles,Ceramic tiles,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,E,,,,,,,,Female,0.6022180535743522,None/Primary,10.0,Rural,Rural,1.1358997878863746,Richest,207.0,210.0
207.0,5.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,1.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,11.0,16.0,11.0,31.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Negro,2.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.6022180535743522,None/Primary,10.0,Rural,Rural,0.3505255295319379,Middle,207.0,210.0
207.0,6.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,11.0,32.0,11.0,47.0,"Piped into compound, yard or plot",,,,,Yes,Boil,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),3.0,Christianity,Seventh Day,Negro,1.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Female,0.6022180535743522,None/Primary,10.0,Rural,Rural,-0.7120376009073806,Second,207.0,210.0
207.0,7.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,11.0,50.0,11.0,55.0,Piped into dwelling,,,,,Yes,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Flush to pit (latrine),No,,,Christianity,Traditional Churches,Indian,2.0,Cement,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Yes,Acres and Sq. Chains,,1.0,0.0,Yes,4.0,0.0,0.0,0.0,0.0,6.0,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,,,Liquid soap,,,Male,0.6022180535743522,Secondary,10.0,Rural,Rural,0.17609123231618892,Middle,207.0,210.0
207.0,8.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,3.0,6.0,3.0,3.0,1.0,1.0,8.0,2.0,11.0,10.0,11.0,29.0,"Piped into compound, yard or plot",,,,,Yes,Boil,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),4.0,Christianity,Other,Negro,2.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,2.0,2.0,6.0,Correct child selected,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Observed,Water is available,Bar soap,,,,,,,,,,,Female,0.6022180535743522,Secondary,10.0,Rural,Rural,-0.7559331967409383,Second,207.0,210.0
207.0,9.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,1.0,3.0,1.0,1.0,1.0,1.0,8.0,2.0,13.0,32.0,13.0,45.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Other,Negro,1.0,Wood planks,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Female,0.6022180535743522,Secondary,10.0,Rural,Rural,-0.7035553933583469,Second,207.0,210.0
207.0,10.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,2.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,14.0,3.0,14.0,22.0,Bottled water,Piped into dwelling,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Traditional Churches,Negro,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Own,Yes,Acres and Sq. Chains,,2.0,0.0,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,,,,,,,,,,,Male,0.6022180535743522,None/Primary,10.0,Rural,Rural,0.9413955467340938,Richest,207.0,210.0
207.0,11.0,3918.0,3066.0,25.0,1.0,2011.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,14.0,31.0,14.0,44.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Pit latrine with slab,Yes,Other households only (not public),2.0,Christianity,Other,Negro,1.0,Wood planks,Metal,Wood planks / shingles,Kerosene,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Female,0.6022180535743522,None/Primary,10.0,Rural,Rural,-2.2744085307805793,Poorest,207.0,210.0
