Cluster NumberAM{HH1}AM,Household NumberAM{HH2}AM,parishAM{HH1A}AM,constituencyAM{HH1B}AM,enumeration districtAM{HH1C}AM,dwelling numberAM{HH2A}AM,household numberAM{HH2B}AM,Interviewer numberAM{HH3}AM,Supervisor NumberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent HH questionnaireAM{HH10}AM,Number of household membersAM{HH11}AM,Total eligible womenAM{HH12}AM,Women interviews completedAM{HH13}AM,Total children under 5AM{HH14}AM,Child interviews completedAM{HH15}AM,Data entry clerkAM{HH16}AM,Serial NumberAM{HHS}AM,Total number of Women 15-49AM{TOHL6}AM,Total number of Children 5-14AM{TOHL7}AM,Total number of children Under 5 yearsAM{TOHL8}AM,Total number of Very SickAM{TOHL8A}AM,Total number of mothers deadAM{TOHL9}AM,Total number of mothers very sickAM{TOHL10A}AM,Total number of father deadAM{TOHL11}AM,Total number of fathers very sickAM{TOHL12A}AM,Main source info.AM{HL13}AM,Distance to Health centreAM{HL14}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Time to get water and come backAM{WS3}AM,Person fetching waterAM{WS4}AM,How Frequently is water availableAM{WS4A}AM,Treat water to make safer for drinkingAM{WS5}AM,BoilAM{WS6A}AM,Add bleach/chlorineAM{WS6B}AM,Strain it through a clothAM{WS6C}AM,Use water filterAM{WS6D}AM,Solar disinfectionAM{WS6E}AM,Let it stand and settleAM{WS6F}AM,OtherAM{WS6X}AM,WS6ZAM{WS6Z}AM,Kind of toilet facilityAM{WS7}AM,Toilet facility sharedAM{WS8}AM,Households using this toilet facilityAM{WS9}AM,Distance to nearest Primary SchoolAM{ED9}AM,Distance to nearest Secondary SchoolAM{ED10}AM,Have any usual member of your household died  in the last 12AM{OV2}AM,Of those who died is there any one between the ages of 18 anAM{OV3}AM,"If yes ,were any seriously ill for 3 of  the 12 months beforAM{OV4}AM",Total children aged 2-14 yearsAM{CD7}AM,Rank number of child (from response box)AM{CD9}AM,Child line numberAM{CD11}AM,Took away privilegesAM{CD12A}AM,Explaned why something was wrongAM{CD12B}AM,Shook him/herAM{CD12C}AM,Shouted yelled at or screamed at him/herAM{CD12D}AM,Gave him/hersomething else to doAM{CD12E}AM,"Spanked, hit or slapped him/her with bare handAM{CD12F}AM",Hit him/her   on the bottom with or elsewhere with a beltAM{CD12G}AM,"Called him/her dumb, lazyAM{CD12H}AM",Hit or slapped him/her on the faceAM{CD12I}AM,Hit or slapped him/her on the handAM{CD12J}AM,Beat him/her up with an implementAM{CD12K}AM,Did name ever require medical attentionAM{CD12L}AM,Do you believe to bring up you nedd to punish him/herAM{CD13}AM,Household weightAM{hhweight}AM,Education of household headAM{helevel}AM,Sex of household headAM{hhsex}AM,TOTAL URBANAM{TOTURB}AM
702009.0,8001.0,7.0,2.0,9.0,80.0,1.0,2814.0,3088.0,23.0,11.0,2005.0,Rural,Completed,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5407.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,0.495853,Higher,Male,
702009.0,8501.0,7.0,2.0,9.0,85.0,1.0,3087.0,3088.0,15.0,11.0,2005.0,Rural,Completed,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2070.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,> 1 TO < 5 MILES,No,,,1.0,1.0,3.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0.495853,Secondary,Male,
702009.0,9001.0,7.0,2.0,9.0,90.0,1.0,2814.0,3088.0,23.0,11.0,2005.0,Rural,Vacant,,,,,,,1.0,5685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702009.0,9501.0,7.0,2.0,9.0,95.0,1.0,2814.0,3088.0,15.0,10.0,2005.0,Rural,Completed,2.0,5.0,0.0,0.0,0.0,0.0,1.0,5420.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,> 1 TO < 5 MILES,No,,,3.0,2.0,4.0,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,0.495853,Secondary,Male,
702009.0,10201.0,7.0,2.0,9.0,102.0,1.0,2814.0,3088.0,15.0,11.0,2005.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,
702009.0,10601.0,7.0,2.0,9.0,106.0,1.0,2814.0,3088.0,15.0,11.0,2005.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,Boil,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702009.0,10901.0,7.0,2.0,9.0,109.0,1.0,2814.0,3088.0,15.0,11.0,2005.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Rainwater collection,,On premises,,MOST TIMES,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,
702018.0,501.0,7.0,2.0,18.0,5.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Completed,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1571.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,0.495853,Secondary,Female,
702018.0,1201.0,7.0,2.0,18.0,12.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Completed,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1572.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,4.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0.495853,Secondary,Male,
702018.0,1401.0,7.0,2.0,18.0,14.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,HH not found/destroyed,,,,,,,2.0,1573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702018.0,2101.0,7.0,2.0,18.0,21.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,35.0,Adult man,ALL THE TIME,No,,,,,,,,,No facilities or bush or field,,,> 1 TO < 5 MILES,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,2501.0,7.0,2.0,18.0,25.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Completed,2.0,3.0,1.0,1.0,0.0,0.0,2.0,1575.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,Let it stand and settle,,,Pit latrine with slab,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,0.495853,Secondary,Male,
702018.0,3101.0,7.0,2.0,18.0,31.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Not at home,,,,,,,2.0,2051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702018.0,3501.0,7.0,2.0,18.0,35.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Completed,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAMILY MEMBERS,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,Let it stand and settle,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Female,
702018.0,4001.0,7.0,2.0,18.0,40.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Completed,2.0,5.0,1.0,1.0,0.0,0.0,2.0,2053.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,Let it stand and settle,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,1 MILE OR LESS,No,,,3.0,2.0,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,0.495853,Primary,Female,
702018.0,4501.0,7.0,2.0,18.0,45.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Completed,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2054.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,Let it stand and settle,,,Flush to absorption pit,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,5201.0,7.0,2.0,18.0,52.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2055.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Public tap/standpipe,,5.0,Adult man,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,1 MILE OR LESS,No,,,2.0,1.0,3.0,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,0.495853,Secondary,Male,
702018.0,5601.0,7.0,2.0,18.0,56.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAMILY MEMBERS,1 MILE OR LESS,Public tap/standpipe,,45.0,Adult man,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,6201.0,7.0,2.0,18.0,62.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,2.0,5.0,0.0,0.0,0.0,0.0,2.0,2057.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,1 MILE OR LESS,No,,,2.0,1.0,4.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0.495853,Secondary,Male,
702018.0,6701.0,7.0,2.0,18.0,67.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAMILY MEMBERS,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,7201.0,7.0,2.0,18.0,72.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAMILY MEMBERS,> 1 TO < 5 MILES,Public tap/standpipe,,25.0,Adult man,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,7601.0,7.0,2.0,18.0,76.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Vacant,,,,,,,2.0,2060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702018.0,8301.0,7.0,2.0,18.0,83.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,4.0,0.0,0.0,1.0,1.0,2.0,2061.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,8701.0,7.0,2.0,18.0,87.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Public tap/standpipe,,10.0,Adult man,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,9501.0,7.0,2.0,18.0,95.0,1.0,3087.0,3088.0,8.0,11.0,2005.0,Rural,Completed,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2063.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Public tap/standpipe,,40.0,Adult woman,ALL THE TIME,Yes,,Add bleach/chlorine,,,,Let it stand and settle,,,Pit latrine with slab,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,5.0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,0.495853,Secondary,Male,
702018.0,9701.0,7.0,2.0,18.0,97.0,1.0,3087.0,3088.0,9.0,11.0,2005.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Public tap/standpipe,,30.0,Adult man,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,10201.0,7.0,2.0,18.0,102.0,1.0,3087.0,3088.0,9.0,11.0,2005.0,Rural,Completed,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,
702018.0,10701.0,7.0,2.0,18.0,107.0,1.0,3087.0,3088.0,9.0,11.0,2005.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAMILY MEMBERS,> 1 TO < 5 MILES,Public tap/standpipe,,60.0,Adult man,ALL THE TIME,No,,,,,,,,,Pit latrine without slab/open pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,
702018.0,11301.0,7.0,2.0,18.0,113.0,1.0,3087.0,3088.0,9.0,11.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Public tap/standpipe,,20.0,Adult man,MOST TIMES,No,,,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,11801.0,7.0,2.0,18.0,118.0,1.0,3087.0,3088.0,9.0,11.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Public tap/standpipe,,25.0,Adult man,FEW HOURS DAILY,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702018.0,12401.0,7.0,2.0,18.0,124.0,1.0,3087.0,3088.0,9.0,11.0,2005.0,Rural,Completed,3.0,10.0,2.0,2.0,1.0,1.0,2.0,2069.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,> 1 TO < 5 MILES,No,,,2.0,1.0,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,0.495853,Primary,Female,
702026.0,801.0,7.0,2.0,26.0,8.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,2.0,7.0,3.0,3.0,1.0,1.0,3.0,1901.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,3.0,3.0,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,0.495853,Primary,Male,
702026.0,1701.0,7.0,2.0,26.0,17.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Female,
702026.0,2401.0,7.0,2.0,26.0,24.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,2.0,4.0,1.0,1.0,0.0,0.0,3.0,1903.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,1.0,3.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,0.495853,Secondary,Male,
702026.0,3301.0,7.0,2.0,26.0,33.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,2.0,5.0,1.0,1.0,0.0,0.0,3.0,1904.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,3.0,3.0,5.0,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0.495853,Secondary,Male,
702026.0,4301.0,7.0,2.0,26.0,43.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,1.0,4.0,1.0,1.0,0.0,0.0,3.0,1905.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,Strain it through a cloth,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,
702026.0,5101.0,7.0,2.0,26.0,51.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,
702026.0,5901.0,7.0,2.0,26.0,59.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Female,
702026.0,6901.0,7.0,2.0,26.0,69.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1908.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,2.0,2.0,4.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0.495853,Primary,Male,
702026.0,7701.0,7.0,2.0,26.0,77.0,1.0,3087.0,3088.0,25.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,Pit latrine with slab,Yes,2.0,1 MILE OR LESS,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702026.0,8501.0,7.0,2.0,26.0,85.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1910.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,Strain it through a cloth,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,3.0,2.0,4.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0.495853,Primary,Male,
702026.0,9501.0,7.0,2.0,26.0,95.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Vacant,,,,,,,3.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702026.0,10301.0,7.0,2.0,26.0,103.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,2.0,3.0,1.0,1.0,0.0,0.0,3.0,1911.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Surface water,,30.0,Adult woman,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,No facilities or bush or field,,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,1.0,1.0,3.0,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,0.495853,Secondary,Male,
702026.0,11201.0,7.0,2.0,26.0,112.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,2.0,5.0,1.0,1.0,0.0,0.0,3.0,1912.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,2.0,2.0,5.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,0.495853,Secondary,Male,
702026.0,12101.0,7.0,2.0,26.0,121.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Female,
702026.0,12901.0,7.0,2.0,26.0,129.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,20.0,Adult man,MOST TIMES,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,
702026.0,13801.0,7.0,2.0,26.0,138.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,1.0,10.0,1.0,1.0,1.0,1.0,3.0,1915.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,5.0,3.0,6.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,0.495853,Primary,Female,
702026.0,14701.0,7.0,2.0,26.0,147.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,30.0,Adult man,ALL THE TIME,Yes,,Add bleach/chlorine,,,,Let it stand and settle,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,
